Fips,Name,Population,Longitude,Latitude,Km2,UrbanDensity,UrbanPercent,Emp-11,Est-11,Pay-11,Emp-21,Est-21,Pay-21,Emp-22,Est-22,Pay-22,Emp-23,Est-23,Pay-23,Emp-42,Est-42,Pay-42,Emp-51,Est-51,Pay-51,Emp-52,Est-52,Pay-52,Emp-53,Est-53,Pay-53,Emp-54,Est-54,Pay-54,Emp-55,Est-55,Pay-55,Emp-56,Est-56,Pay-56,Emp-61,Est-61,Pay-61,Emp-62,Est-62,Pay-62,Emp-71,Est-71,Pay-71,Emp-72,Est-72,Pay-72,Emp-81,Est-81,Pay-81,Emp-99,Est-99,Pay-99
32001,Churchill County,24,-118.42,39.61,13018.32,0.0,0.07,,,,87.0,3.0,7272.0,91.0,6.0,8709.0,457.0,60.0,24156.0,115.0,23.0,3944.0,94.0,4.0,2826.0,142.0,32.0,6700.0,123.0,23.0,4201.0,307.0,37.0,21008.0,,,,135.0,25.0,5932.0,,,,694.0,40.0,34114.0,288.0,13.0,6297.0,775.0,54.0,13071.0,269.0,53.0,6210.0,,,
32003,Clark County,2182,-87.78,39.33,20882.59,0.1,0.29,156.0,21.0,8999.0,393.0,35.0,28800.0,2901.0,54.0,346445.0,65351.0,3123.0,3944062.0,24043.0,2005.0,1567340.0,15268.0,1007.0,1015993.0,30964.0,2999.0,2183249.0,24519.0,3583.0,1219114.0,43129.0,6724.0,3028907.0,24672.0,353.0,2279039.0,76907.0,3196.0,2438205.0,10213.0,617.0,405371.0,97560.0,5737.0,5246230.0,24931.0,1274.0,1052986.0,276059.0,4997.0,8876864.0,26803.0,3298.0,876945.0,69.0,84.0,2887.0
32005,Douglas County,48,-88.22,39.76,1911.08,0.03,0.44,9.0,5.0,169.0,28.0,4.0,1466.0,39.0,4.0,802.0,1462.0,217.0,75345.0,378.0,62.0,23953.0,216.0,45.0,12394.0,347.0,103.0,31489.0,548.0,133.0,23120.0,865.0,244.0,52312.0,53.0,6.0,5704.0,744.0,105.0,28313.0,171.0,20.0,2553.0,1553.0,126.0,80612.0,516.0,43.0,22443.0,5575.0,142.0,176559.0,612.0,112.0,19645.0,6.0,3.0,443.0
32007,Elko County,52,-115.33,41.2,44554.44,0.0,0.19,,,,5388.0,24.0,583272.0,108.0,6.0,11971.0,1322.0,107.0,94719.0,977.0,76.0,72302.0,152.0,21.0,5556.0,292.0,58.0,14863.0,323.0,52.0,11520.0,451.0,91.0,25813.0,,,,568.0,52.0,15130.0,37.0,4.0,201.0,1770.0,125.0,75411.0,435.0,30.0,11698.0,5163.0,156.0,136324.0,654.0,91.0,37278.0,,,
32011,Eureka County,2,-116.29,39.95,10827.02,0.0,0.0,,,,1633.0,6.0,164410.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.0,6.0,395.0,,,,,,
32013,Humboldt County,17,-123.9,40.6,25012.24,0.0,0.0,,,,1944.0,20.0,210704.0,124.0,4.0,12750.0,392.0,35.0,20839.0,119.0,14.0,8071.0,47.0,10.0,2379.0,80.0,15.0,2853.0,29.0,14.0,904.0,88.0,24.0,3767.0,,,,182.0,17.0,5903.0,,,,617.0,37.0,28378.0,74.0,12.0,1362.0,1063.0,71.0,20437.0,187.0,35.0,6918.0,,,
32015,Lander County,6,-116.98,39.91,14298.82,0.0,0.0,,,,,,,35.0,3.0,1917.0,126.0,9.0,5570.0,123.0,4.0,7767.0,,,,11.0,3.0,421.0,4.0,4.0,118.0,7.0,4.0,205.0,,,,9.0,4.0,280.0,,,,188.0,9.0,7934.0,52.0,3.0,1227.0,161.0,18.0,2968.0,17.0,8.0,1525.0,,,
32017,Lincoln County,5,-81.21,35.49,27553.54,0.0,0.3,,,,31.0,4.0,1446.0,,,,26.0,9.0,1072.0,,,,,,,30.0,5.0,1547.0,,,,16.0,6.0,720.0,,,,,,,,,,98.0,6.0,3974.0,,,,58.0,13.0,933.0,6.0,4.0,305.0,,,
32019,Lyon County,54,-95.83,44.39,5243.92,0.01,0.3,6.0,3.0,230.0,87.0,10.0,11352.0,62.0,6.0,6298.0,817.0,116.0,49348.0,621.0,48.0,27320.0,152.0,14.0,13036.0,132.0,35.0,5083.0,99.0,39.0,3041.0,345.0,63.0,17506.0,,,,400.0,40.0,15260.0,10.0,3.0,248.0,732.0,61.0,27946.0,781.0,31.0,19714.0,887.0,74.0,14623.0,297.0,68.0,8157.0,,,
32021,Mineral County,4,-106.93,37.66,9875.76,0.0,0.95,,,,28.0,5.0,1787.0,,,,21.0,5.0,928.0,,,,,,,,,,,,,8.0,3.0,228.0,,,,,,,,,,156.0,4.0,7802.0,,,,137.0,10.0,2921.0,12.0,5.0,384.0,,,
32023,Nye County,44,-116.41,38.35,47122.35,0.0,0.44,29.0,3.0,987.0,1158.0,12.0,109007.0,152.0,8.0,17231.0,699.0,88.0,26553.0,245.0,17.0,11582.0,119.0,15.0,5278.0,134.0,31.0,5768.0,117.0,46.0,3065.0,1453.0,46.0,131936.0,,,,517.0,35.0,28131.0,216.0,6.0,6361.0,939.0,72.0,37436.0,509.0,14.0,13077.0,1672.0,89.0,30305.0,430.0,69.0,7875.0,,,
32027,Pershing County,7,-118.48,40.39,15711.19,0.0,0.26,,,,473.0,4.0,41187.0,,,,,,,,,,,,,13.0,3.0,353.0,,,,5.0,3.0,76.0,,,,,,,,,,136.0,4.0,5067.0,,,,120.0,8.0,1767.0,12.0,4.0,566.0,,,
32029,Storey County,4,-119.52,39.46,685.77,0.01,0.4,,,,,,,,,,82.0,14.0,3301.0,,,,,,,,,,,,,28.0,12.0,1744.0,,,,,,,,,,,,,29.0,8.0,561.0,112.0,14.0,2228.0,10.0,3.0,516.0,,,
