Fips,Name,Population,Longitude,Latitude,Km2,UrbanDensity,PercentUrban,Emp-11,Est-11,Pay-11,Emp-21,Est-21,Pay-21,Emp-22,Est-22,Pay-22,Emp-23,Est-23,Pay-23,Emp-42,Est-42,Pay-42,Emp-51,Est-51,Pay-51,Emp-52,Est-52,Pay-52,Emp-53,Est-53,Pay-53,Emp-54,Est-54,Pay-54,Emp-55,Est-55,Pay-55,Emp-56,Est-56,Pay-56,Emp-61,Est-61,Pay-61,Emp-62,Est-62,Pay-62,Emp-71,Est-71,Pay-71,Emp-72,Est-72,Pay-72,Emp-81,Est-81,Pay-81,Emp-99,Est-99,Pay-99
33005,Cheshire County,76,-72.28,42.95,1888.33,2.63,0.21,19,7,580,32,4,3623,52,5,5288,1592,253,97389,1027,64,59111,562,36,62175,1205,92,86334,225,79,9797,665,150,39575,1197,14,127609,1269,109,38162,1102,33,36267,3943,165,191135,552,47,13016,2822,194,59157,1205,176,38041,,,
33013,Merrimack County,150,-71.69,43.33,2472.99,2.95,0.15,89,17,4396,100,8,6150,361,18,39203,3614,495,250858,3585,175,226062,762,69,44210,3172,222,260948,1159,148,77627,2788,377,216015,630,20,58153,2418,250,113083,3418,82,143579,12848,426,661289,1898,82,34158,6029,339,128229,2822,536,114330,,,
33009,Grafton County,90,-71.87,43.97,4530.86,1.92,0.01,123,26,10695,16,4,1695,330,19,27101,1270,259,75959,805,90,50622,975,73,96976,895,152,101891,546,147,22172,1699,234,169643,174,11,13715,1156,169,52547,9155,72,445739,12572,286,965782,1850,77,35936,5565,420,129871,1448,252,42820,15,9,539
33007,Coos County,32,-124.11,43.22,4741.69,2.33,0.02,170,20,7578,,,,116,10,9766,220,66,11270,217,25,11248,75,16,3799,250,37,14881,85,29,6825,107,32,5249,39,4,3314,141,37,5282,122,11,4757,2160,96,100518,159,31,6069,1970,120,41572,366,80,12278,,,
33015,Rockingham County,306,-79.74,36.39,1881.97,2.13,0.45,40,11,1192,17,4,1301,1317,29,150290,9367,1165,695790,8634,564,836017,4268,173,342895,7275,522,717080,1791,342,92384,9940,1014,721103,2013,68,276861,8762,647,466554,3693,155,140669,16895,901,911984,3561,250,95272,16588,937,380562,5327,910,186766,12,12,409
33001,Belknap County,61,-71.45,43.52,1217.2,2.17,0.17,9,5,379,30,6,2288,132,8,14260,1312,229,92887,475,58,32086,277,26,11955,580,76,34991,265,77,11580,627,127,37251,58,4,4009,730,104,23860,471,22,19457,4222,156,209564,455,53,17251,3256,250,78047,829,206,24461,2,3,29
33019,Sullivan County,43,-76.51,41.44,1430.16,3.11,0.06,87,7,3205,,,,53,7,4632,450,114,23634,610,39,75723,103,16,5179,397,33,20182,285,35,12578,256,54,18552,132,3,5883,439,58,12648,275,16,10624,1213,87,48890,41,19,1628,824,66,17013,492,96,16230,,,
33011,Hillsborough County,413,-82.35,27.92,2311.04,3.74,1.95,55,24,3365,25,6,1485,958,28,90371,9260,1253,658938,6928,558,545605,8062,238,776866,9356,637,965116,3001,452,147173,15703,1229,1583582,3706,61,317138,9822,700,423823,7308,207,292952,32464,1152,1776391,3711,197,85684,17372,928,350044,7776,1090,292675,5,7,127
33017,Strafford County,129,-71.04,43.33,990.68,2.93,0.58,25,6,742,17,3,2211,,,,1526,312,88034,1294,87,86176,511,45,26887,3719,129,358890,342,110,13229,1330,219,87354,451,16,30651,2068,181,72279,1037,43,44865,7635,318,401560,626,41,13203,4363,293,83546,1762,279,54060,4,3,236
33003,Carroll County,48,-89.96,42.06,2573.8,0.0,0.0,50,11,2307,,,,70,7,4814,1087,232,63028,246,45,12414,222,34,11518,361,58,21328,362,91,13431,514,125,30444,,,,650,116,28176,358,22,13710,2586,136,118482,419,59,19168,4698,307,110687,644,158,21224,3,3,100
