Fips,Name,Population,Longitude,Latitude,Km2,UrbanDensity,PercentUrban,Emp-11,Est-11,Pay-11,Emp-21,Est-21,Pay-21,Emp-22,Est-22,Pay-22,Emp-23,Est-23,Pay-23,Emp-42,Est-42,Pay-42,Emp-51,Est-51,Pay-51,Emp-52,Est-52,Pay-52,Emp-53,Est-53,Pay-53,Emp-54,Est-54,Pay-54,Emp-55,Est-55,Pay-55,Emp-56,Est-56,Pay-56,Emp-61,Est-61,Pay-61,Emp-62,Est-62,Pay-62,Emp-71,Est-71,Pay-71,Emp-72,Est-72,Pay-72,Emp-81,Est-81,Pay-81,Emp-99,Est-99,Pay-99
02016,Aleutians West Census Area,6.0,178.88,51.57,11738.79,0.0,0.0,7,5,747,,,,,,,41,6,3635,281,14,11815,19,3,2389,,,,36,3,2862,12,6,825,,,,12,8,571,,,,96,13,5329,,,,122,6,3045,36,9,1982,,,
02060,Bristol Bay Borough,1.0,-156.88,58.74,1327.36,0.0,0.0,2,5,474,,,,,,,14,8,1811,10,5,5719,,,,,,,22,4,2106,,,,,,,,,,,,,22,4,1257,8,7,408,54,18,4880,5,7,248,,,
02150,Kodiak Island Borough,13.0,-153.36,57.54,18349.73,0.0,0.0,58,85,6585,,,,,,,150,36,11875,59,17,3447,116,10,8816,77,14,5373,36,12,1600,55,21,3019,,,,68,11,3082,34,4,555,795,43,45946,55,20,1885,386,43,8736,197,35,6261,,,
02188,Northwest Arctic Borough,8.0,-159.98,67.24,94035.76,2.04,0.0,,,,584,3,83629,,,,55,6,7151,,,,29,4,2292,,,,,,,,,,,,,40,3,2985,,,,458,6,44135,,,,72,7,2021,31,8,1022,,,
02185,North Slope Borough,9.0,-153.82,69.53,233585.25,0.0,0.0,,,,1579,8,342983,,,,25,6,1794,293,12,24724,65,11,5100,,,,135,7,7917,987,9,75614,256,3,49673,,,,,,,394,9,43571,51,3,1360,215,23,9089,52,8,1909,,,
02050,Bethel Census Area,18.0,-162.31,60.39,109928.79,0.0,0.0,14,7,493,,,,44,6,1057,21,15,3505,24,3,1276,65,5,3295,31,6,1946,47,9,1813,20,5,1247,,,,78,18,2720,45,5,940,552,14,52456,58,7,1084,50,17,1674,103,30,2388,,,
02090,Fairbanks North Star Borough,98.0,-146.78,64.86,19255.94,2.0,0.02,6,5,250,759,14,87033,353,13,40721,1837,326,184271,748,73,49381,467,41,28306,615,88,40037,738,171,44356,1306,225,89598,96,9,6812,1222,145,72005,264,41,7745,6520,310,446803,567,75,7321,2987,224,67955,1210,246,46577,7,5,1238
02170,Matanuska-Susitna Borough,107.0,-149.48,62.34,64685.18,0.0,0.0,17,21,828,33,10,2953,194,7,20902,2806,535,232405,171,50,9789,429,35,32874,543,83,34367,229,92,9212,867,168,51073,62,4,5554,723,127,33001,242,31,7468,4940,360,256302,462,67,8144,2597,217,54653,1010,222,34414,8,7,476
02220,Sitka City and Borough,9.0,-135.46,57.41,8235.93,2.44,0.0,21,26,917,,,,,,,144,36,13025,43,7,2091,38,9,1590,60,12,4061,53,18,1993,64,18,2512,36,3,2884,73,15,2511,61,8,1677,757,27,53249,36,15,1959,362,42,8527,177,30,6506,,,
02130,Ketchikan Gateway Borough,14.0,-131.01,55.49,13369.04,2.07,0.01,51,14,6214,,,,,,,225,65,14156,119,12,8439,95,13,4707,200,19,13918,93,34,5041,130,34,6727,115,5,10972,234,32,12230,38,5,562,767,48,45771,73,21,2910,605,61,14510,160,46,4201,,,
