Fips,Name,Population,Longitude,Latitude,Km2,UrbanDensity,UrbanPercent,Emp-11,Est-11,Pay-11,Emp-21,Est-21,Pay-21,Emp-22,Est-22,Pay-22,Emp-23,Est-23,Pay-23,Emp-42,Est-42,Pay-42,Emp-51,Est-51,Pay-51,Emp-52,Est-52,Pay-52,Emp-53,Est-53,Pay-53,Emp-54,Est-54,Pay-54,Emp-55,Est-55,Pay-55,Emp-56,Est-56,Pay-56,Emp-61,Est-61,Pay-61,Emp-62,Est-62,Pay-62,Emp-71,Est-71,Pay-71,Emp-72,Est-72,Pay-72,Emp-81,Est-81,Pay-81,Emp-99,Est-99,Pay-99
02013,Aleutians East Borough,3,-162.89,55.05,18521.02,0.0,0.0,2.0,4.0,359.0,,,,17.0,3.0,1922.0,,,,,,,,,,,,,18.0,3.0,435.0,,,,,,,5.0,4.0,355.0,,,,59.0,9.0,3078.0,,,,36.0,9.0,417.0,4.0,3.0,106.0,,,
02016,Aleutians West Census Area,6,178.88,51.57,11746.24,0.0,0.24,7.0,5.0,534.0,,,,,,,55.0,5.0,5201.0,129.0,14.0,12180.0,19.0,3.0,1373.0,,,,35.0,3.0,2103.0,12.0,6.0,693.0,,,,32.0,8.0,1530.0,,,,112.0,12.0,7023.0,,,,109.0,8.0,3982.0,35.0,8.0,1841.0,,,
02020,Anchorage Municipality,296,-149.89,61.22,4493.05,0.07,0.58,10.0,38.0,2354.0,4570.0,63.0,617935.0,666.0,19.0,73989.0,8251.0,915.0,804955.0,5869.0,375.0,380730.0,4290.0,166.0,326011.0,4871.0,398.0,397547.0,2556.0,453.0,127188.0,13668.0,1137.0,1109235.0,4339.0,121.0,615500.0,14178.0,531.0,704072.0,1579.0,113.0,43006.0,26625.0,1322.0,1707523.0,3399.0,160.0,56304.0,14775.0,774.0,393438.0,5030.0,790.0,202521.0,23.0,20.0,376.0
02050,Bethel Census Area,18,-162.31,60.39,109947.81,0.0,0.39,20.0,6.0,861.0,,,,56.0,6.0,1075.0,26.0,12.0,8032.0,20.0,3.0,1107.0,70.0,5.0,3939.0,31.0,5.0,1955.0,63.0,8.0,1991.0,30.0,6.0,1512.0,,,,85.0,16.0,3202.0,35.0,5.0,645.0,719.0,48.0,59440.0,66.0,5.0,872.0,59.0,19.0,1046.0,107.0,31.0,2291.0,,,
02060,Bristol Bay Borough,1,-156.88,58.74,1327.31,0.0,0.0,,,,,,,,,,9.0,6.0,809.0,9.0,4.0,5170.0,,,,,,,17.0,3.0,1911.0,,,,,,,,,,,,,20.0,3.0,1213.0,6.0,6.0,261.0,53.0,19.0,5926.0,2.0,5.0,199.0,,,
02068,Denali Borough,2,-149.65,63.88,32792.79,0.0,0.91,,,,119.0,4.0,13344.0,,,,24.0,5.0,1401.0,,,,4.0,3.0,103.0,,,,,,,99.0,5.0,5619.0,,,,9.0,5.0,784.0,,,,15.0,3.0,506.0,17.0,12.0,2306.0,172.0,37.0,19642.0,,,,,,
02070,Dillingham Census Area,5,-158.2,59.9,49176.18,0.0,0.0,0.0,4.0,59.0,,,,,,,10.0,7.0,1285.0,,,,,,,11.0,4.0,409.0,12.0,4.0,907.0,29.0,5.0,1634.0,,,,24.0,3.0,1635.0,,,,695.0,9.0,42005.0,6.0,7.0,695.0,43.0,12.0,1320.0,6.0,4.0,484.0,,,
02090,Fairbanks North Star Borough,100,-146.78,64.86,19255.08,0.01,0.3,15.0,5.0,507.0,721.0,20.0,80515.0,328.0,12.0,36035.0,2068.0,350.0,196357.0,775.0,75.0,47514.0,519.0,43.0,30613.0,660.0,97.0,38502.0,712.0,160.0,40993.0,1278.0,218.0,83852.0,133.0,11.0,8306.0,1169.0,127.0,55625.0,301.0,40.0,9490.0,6202.0,306.0,397972.0,641.0,77.0,9718.0,2886.0,222.0,79728.0,1206.0,234.0,44590.0,1.0,4.0,347.0
02100,Haines Borough,3,-135.34,59.08,6236.4,0.0,0.0,1.0,6.0,75.0,,,,,,,47.0,19.0,11922.0,,,,12.0,3.0,296.0,,,,5.0,4.0,78.0,13.0,8.0,809.0,,,,8.0,4.0,385.0,22.0,3.0,620.0,132.0,9.0,5487.0,40.0,15.0,2574.0,83.0,21.0,2333.0,13.0,10.0,398.0,,,
02105,Hoonah-Angoon Census Area,2,-135.7,58.06,17786.61,0.0,0.0,,,,,,,9.0,3.0,414.0,9.0,5.0,472.0,,,,,,,,,,,,,,,,,,,,,,,,,40.0,9.0,1837.0,26.0,4.0,3402.0,24.0,17.0,2073.0,,,,,,
02110,Juneau City and Borough,32,-134.42,58.3,7290.31,0.0,0.79,47.0,21.0,2795.0,842.0,6.0,97040.0,87.0,8.0,8079.0,537.0,114.0,42234.0,273.0,35.0,16796.0,246.0,27.0,12667.0,297.0,44.0,22422.0,222.0,66.0,8860.0,523.0,98.0,31999.0,138.0,9.0,12245.0,375.0,58.0,20549.0,160.0,17.0,3814.0,2383.0,129.0,138712.0,267.0,36.0,5396.0,1234.0,123.0,32661.0,586.0,106.0,25196.0,,,
02122,Kenai Peninsula Borough,58,-151.79,60.1,42552.09,0.0,0.14,85.0,110.0,6778.0,533.0,17.0,59191.0,182.0,10.0,21664.0,855.0,272.0,65271.0,334.0,59.0,19333.0,229.0,28.0,12371.0,309.0,62.0,18487.0,258.0,81.0,14009.0,489.0,133.0,24555.0,69.0,5.0,3774.0,320.0,82.0,25264.0,193.0,25.0,3350.0,4008.0,254.0,208215.0,203.0,73.0,6223.0,1760.0,294.0,53704.0,761.0,205.0,24266.0,2.0,5.0,106.0
02130,Ketchikan Gateway Borough,14,-131.01,55.49,13381.06,0.0,0.0,91.0,18.0,7830.0,,,,,,,249.0,65.0,14016.0,136.0,14.0,8773.0,102.0,13.0,4738.0,204.0,18.0,11511.0,112.0,29.0,5345.0,126.0,37.0,6431.0,423.0,6.0,28259.0,217.0,33.0,15770.0,36.0,6.0,722.0,693.0,46.0,38614.0,68.0,20.0,5381.0,513.0,62.0,16473.0,159.0,48.0,4796.0,,,
02150,Kodiak Island Borough,14,-153.36,57.54,18274.64,0.0,0.0,77.0,87.0,6511.0,,,,,,,164.0,37.0,10644.0,76.0,20.0,4111.0,59.0,9.0,2399.0,78.0,16.0,5047.0,59.0,15.0,2324.0,59.0,20.0,2994.0,,,,204.0,15.0,12195.0,47.0,4.0,514.0,719.0,46.0,42926.0,44.0,21.0,1847.0,434.0,50.0,10594.0,221.0,40.0,6861.0,,,
02158,Kusilvak Census Area,8,-163.76,62.2,46845.7,0.0,0.73,,,,,,,,,,,,,,,,,,,,,,9.0,3.0,448.0,,,,,,,,,,74.0,8.0,1391.0,103.0,15.0,6246.0,20.0,3.0,72.0,,,,20.0,7.0,656.0,,,
02164,Lake and Peninsula Borough,1,-156.15,58.33,68724.82,0.0,0.0,,,,,,,12.0,4.0,577.0,7.0,3.0,358.0,,,,,,,,,,4.0,3.0,57.0,,,,,,,,,,,,,,,,0.0,3.0,384.0,17.0,10.0,4164.0,,,,,,
02170,Matanuska-Susitna Borough,103,-149.48,62.34,64751.38,0.0,0.02,30.0,16.0,606.0,26.0,8.0,1622.0,180.0,7.0,17883.0,2350.0,482.0,175282.0,240.0,48.0,12788.0,497.0,37.0,33577.0,518.0,82.0,29735.0,227.0,79.0,8025.0,696.0,166.0,44063.0,50.0,4.0,5135.0,705.0,124.0,28189.0,285.0,29.0,8575.0,4436.0,340.0,221354.0,365.0,70.0,10846.0,2276.0,243.0,55953.0,876.0,199.0,28114.0,1.0,3.0,51.0
02180,Nome Census Area,10,-163.09,65.0,61428.5,0.0,0.08,,,,17.0,4.0,3122.0,,,,23.0,13.0,4995.0,29.0,3.0,2176.0,50.0,6.0,1754.0,31.0,5.0,1902.0,50.0,11.0,1651.0,11.0,4.0,1287.0,,,,42.0,7.0,1359.0,,,,951.0,28.0,69655.0,46.0,6.0,366.0,133.0,18.0,3982.0,59.0,15.0,1876.0,,,
02185,North Slope Borough,10,-153.82,69.53,233618.99,0.0,0.04,,,,449.0,8.0,90281.0,,,,819.0,9.0,105903.0,311.0,14.0,25009.0,69.0,11.0,4859.0,,,,87.0,10.0,7185.0,41.0,7.0,4794.0,328.0,4.0,50821.0,298.0,7.0,20312.0,,,,367.0,8.0,34951.0,,,,494.0,26.0,21298.0,69.0,12.0,3394.0,,,
02188,Northwest Arctic Borough,8,-159.98,67.24,95249.25,0.0,0.0,,,,712.0,3.0,95581.0,,,,48.0,6.0,6209.0,,,,32.0,4.0,2564.0,,,,,,,,,,,,,24.0,3.0,635.0,,,,455.0,4.0,41595.0,,,,37.0,7.0,566.0,49.0,9.0,1098.0,,,
02195,Petersburg Borough,3,-133.46,56.75,7945.64,0.0,0.0,20.0,20.0,1174.0,,,,,,,32.0,15.0,2874.0,30.0,8.0,1909.0,44.0,5.0,1488.0,25.0,3.0,1085.0,5.0,5.0,215.0,12.0,9.0,503.0,,,,16.0,6.0,504.0,16.0,3.0,267.0,171.0,9.0,8481.0,3.0,3.0,124.0,60.0,14.0,1804.0,41.0,14.0,1038.0,,,
02198,Prince of Wales-Hyder Census Area,6,-132.97,55.42,15283.77,0.0,0.0,61.0,15.0,7182.0,,,,47.0,4.0,3193.0,56.0,15.0,4697.0,,,,,,,26.0,6.0,1062.0,26.0,6.0,772.0,,,,,,,2.0,4.0,106.0,,,,153.0,12.0,7670.0,1.0,3.0,179.0,95.0,28.0,4105.0,30.0,13.0,441.0,,,
02220,Sitka City and Borough,9,-135.46,57.41,8302.41,0.0,0.0,22.0,29.0,855.0,,,,,,,143.0,35.0,11026.0,44.0,7.0,2035.0,46.0,10.0,1840.0,58.0,11.0,3644.0,48.0,16.0,2054.0,69.0,19.0,2314.0,39.0,3.0,4106.0,42.0,15.0,1736.0,54.0,8.0,1912.0,881.0,25.0,55003.0,36.0,15.0,2236.0,312.0,40.0,11112.0,199.0,36.0,8826.0,,,
02230,Skagway Municipality,1,-135.41,59.62,1126.99,0.0,0.0,,,,,,,,,,59.0,9.0,6017.0,,,,,,,,,,,,,,,,,,,25.0,10.0,4606.0,,,,6.0,6.0,165.0,9.0,5.0,771.0,63.0,21.0,6340.0,21.0,3.0,334.0,,,
02240,Southeast Fairbanks Census Area,7,-143.99,63.85,65038.97,0.0,0.14,10.0,3.0,353.0,332.0,6.0,50321.0,47.0,5.0,4090.0,104.0,14.0,5108.0,29.0,3.0,1406.0,19.0,9.0,884.0,20.0,5.0,804.0,11.0,4.0,448.0,46.0,10.0,3262.0,,,,16.0,4.0,294.0,18.0,4.0,400.0,114.0,11.0,4630.0,0.0,5.0,133.0,142.0,22.0,4208.0,17.0,10.0,317.0,,,
02261,Valdez-Cordova Census Area,9,,,91076.8,0.0,0.17,20.0,66.0,2024.0,,,,67.0,9.0,6313.0,92.0,30.0,7097.0,99.0,11.0,8761.0,106.0,15.0,8609.0,34.0,6.0,1734.0,18.0,8.0,833.0,100.0,28.0,6177.0,,,,40.0,44.0,1305.0,12.0,5.0,282.0,533.0,26.0,26607.0,99.0,23.0,2184.0,312.0,70.0,12537.0,117.0,33.0,4105.0,4.0,4.0,19.0
02275,Wrangell City and Borough,2,-132.04,56.2,6941.9,0.0,0.0,12.0,17.0,483.0,,,,,,,22.0,10.0,563.0,,,,10.0,3.0,658.0,12.0,3.0,507.0,3.0,3.0,47.0,15.0,6.0,628.0,,,,,,,,,,218.0,7.0,11176.0,2.0,4.0,175.0,43.0,6.0,1223.0,33.0,7.0,779.0,,,
02282,Yakutat City and Borough,1,-139.34,59.64,20569.58,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,3.0,856.0,,,,12.0,6.0,903.0,,,,,,
